,sentiment,content
29916,9,@DavidArchie @Hatz94Music i just want to wish your mom a happy mothers day!
29917,0,omg! goooood ass nappy nap  jusss woke up bout 2 clean up a lil then get ready
29918,5,About to venture forth to Turkey Creek &amp; fetch the boy after his post prom festivities. Hope he had fun
29919,5,http://twitpic.com/4w6lf - BBQ time again.
29920,10,Happy Mother's Day MM mums!!!! hope you all have a lovely day  #mamam
29921,8,Whoooooo I'm gettin' extra hours today    afterwards I'm gonna see if I can get some marigolds for my mum ^^
29922,7,@Carrie_King no worries. Miss you mucho
29923,9,"@WalkingHorse Fear not! You deserve alot, you care for animals. )) I'll get some food, don't worry!"
29924,5,@nsharm75 thank you for reading Ohlala
29925,0,@rockchick0125 yup!  Now I can join in on the nin access fun!
29926,12,"got so totally lost that I had to pay for a taxi to get me back to where I was supposed to be. Yeah, something like that, lol."
29927,7,KICKIN BAK......NEED 2 DO MY HW.....I MISS U BABE  LOLZ
29928,7,My purple pusrse is pretty  someone tell Katie Holmes!
29929,12,@lyracole P.S. The &quot;duh&quot; was directed towards myself...
29930,8,@tangokjewelry LOL!  Too true
29931,8,"@meesterbell yes, I do  but why did you change?"
29932,4,@savagetaylor next year will be sweeet
29933,7,Happy Mother's day!  miss my mom so much... Always will be the best mom ever!
29934,5,Happy Mother's day
29935,11,Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm
29936,7,@Mr_Bloggerific HA!  Nice try.  I will outright deny any accusations.  But good luck with that...
29937,9,"@MICHALL_BODUCH Awww, you will get more friends on facebook. Just be yourself and people will add you"
29938,7,"@danielshockk coooooooool, yes, CIWWAF are awesome."
29939,12,Just chillin at home
29940,5,celebrating being engaged for 1 year to the handsome @aaronmbaer!
29941,8,@amandavp yea.. I will    haha
29942,12,@iGaia Nope!  She can travel all she wants when SHE can pay for it.
29943,12,@V_Simmons everyone has their mistakes to make and lessons to learn. Don't let the negativity get to you.
29944,4,@farwyde quite all right. cock sounds better than clock coming from a female anyway
29945,12,@brentleary what with the Force MD Tender love how could not love those guys
29946,8,@TheLonely ::Looks disappointed:: Cause I'm the Hug Princess. And I told you my cyber hugs tend to get violent.
29947,8,678 triple 98212
29948,5,haciendo mi primer app con Thin + Rack + some crazy stuff...
29949,8,@jayshake Internet radio thing for one of the many forums I am on
29950,9,@staciemwhite Its over for them
29951,9,A shower feels so refreshing after a long day at the fair
29952,7,@mtomsjr Thank u hun. Say the same to yours.  Good Night. LIQUID DREAMS
29953,4,@ReelJPMorgan I'm tellin u. I'm pretty mean in the kitchen lolol they're yummy
29954,8,@packers4 That's interesting to know... thanks
29955,5,@eeeegads thank you
29956,7,@SolaiGWC *whew* Ok good.I really don't want that too happen. All my friends loved it. Can't wait to talk about it monday in class.
29957,7,@curtsmith Enjoy! Family trumps everything
29958,5,my mother is drunk grrrreat.. It's okay it's mothers week
29959,5,@DiamondBlue hehehe!! Are you tryna find another condom  better get u for boxes cuz ima take u thru all of em
29960,5,"@marano2288 aww, thanks babe!  you and yours have plans for tomorrow?"
29961,12,"@JennysMyName baha, i'm gonna have to find some!  i dont think we took any D: but i'm gonna find some!"
29962,8,Is back in sunny 95 degree weather though
29963,7,Just getting home from work...finally
29964,5,Woo hoo party over here. Its gonna be fun
29965,11,a salt pig thing coz she broke her other one! lol  do you guys even no wat a salt pig is?
29966,12,so Roman is now on pain killers and some LQ meds. Thanks Jess for agreeing to go get him yogurt before you go out!
29967,8,"@hatpak12 Remeber my blue dolphin?  I wore it out, thinking Victoria day gift for me?"
29968,8,@Juan_Kinda_Guy  your kids are growing up around science guys. I grew up around politics.
29969,12,singing songs and filming movies  what i do best
29970,2,@mitsougelinas oui ta soeur!!
29971,11,"@esmebella Kk, I just had 888 followers like a minute ago"
29972,12,Hehe nah just doing this and watching Ace of Cakes with @jlsegarra while our 4-legged &quot;kids&quot; run around. Couldn't ask for more
29973,7,@ykitatequila OH YEAH &amp; U TOO  ALL 4 OF US hehe &lt;3
29974,12,Speaking to my new tweeples.... getting acquainted with them... If you've never spoke to me.. Do so now
29975,5,listening to the best days of your life by kellie pickler
29976,5,Yaay congrats Shmolan on graduating  I'm proud of you!! Have fun! &lt;3
29977,4,"just got home from Tillie's dance recital. lol, it was spectacular!"
29978,8,spent a few hours being a camera whore with palina
29979,7,Pub crawling through NE pdx
29980,8,@lillogs you should totally come get me and bring me to kelslaws house with you.
29981,5,I'm sooo HAPPY Demi's back on twitter!
29982,12,"Excellent, excellent movie!  Star Trek, that is."
29983,12,"@MeganWrappe Well, guess we just make a pretty great pair.  So, I don't think our birthday date is going to happen. :'("
29984,4,@aprilcandy70  also check out @spiritjump and @hatsandhugs  2 other wonderful causes that need our help
29985,5,is thrilled prom went well
29986,4,My tweet is on cheaptweet.  You wanna vote for me  http://cheaptweet.com/t/syopvd
29987,8,"@ThisIsRobThomas Good night, Rob. Sleep well. Safe travels tomorrow!"
29988,8,"@rahsheen alright, I'll let you slide on that one"
29989,7,@Brandi408 thank you!
29990,4,finally get my hands on my laptop!  just ate the biggest burrito de asada EVER  and now im gonna get ready for the party-ooo!
29991,5,@twtboxdj  Thanks Mr. DJ!
29992,7,@Oprah Happy mother's day Oprah.  You're a mom to your girls too!
29993,8,Just finished watching He's Just Not That Into You.  Loved it.
29994,4,Hanging with my cousin Jimmy then hopefully hanging with my friend
29995,5,I had a great date last night...tried to find the CDCaves with Daniel  it was HILARIOUSLY FUN!!!
29996,10,With alex
29997,5,@fureousangel that is comedy  good luck my friend!
29998,4,"stephs grad party gr8! shoved cake in her face, watchd sis bitch slap a boy, ate good food  satisfied"
29999,5,@jesfive SWEEEEET - San Fran is awesome!!!!  Love it there
30000,8,is hangin with the love of my life. Tessa McCravy!!
30001,12,I've Got An Urge To Make Music Like Massively.. I'm Going To The Studio
30002,8,@lacrossehawty rofl uh huh
30003,12,"@fankri haha! thanks, Tiff   it went well, but they WORE ME OUT!!! lol. im too old for this ;)"
30004,7,@alyssaisntcool hahah  i loveeee him though.
30005,5,@bunnydrumming Hi bunny! I recently have subcribed to your channel on YouTube! You make some great stuff. Kinda just wanted to say hi!
30006,12,Watching Gross Point Blank.
30007,8,@elliottp I'll follow anyone who is a sticker for usage.
30008,7,@CChiron Dude you rock
30009,7,"@cassfern yes. and it was REALLY good. even though i am not into sci fi i loved it. &amp; haha, i know."
30010,8,@douglasi TY for FF
30011,11,@brucehoult oh really? why HELLO there
30012,8,happy mother's day to your moms
30013,3,I'm likable after all HAHAHAHAHAHAHA! Still over the moon
30014,7,"Nice place to eat in sao paulo, brazil  http://twitgoo.com/28hh"
30015,7,enjoying my coffee with this super delicious cookie
30016,5,"@JulieAbel I am in Weirton Julie, way up North at the tippy top! LOL we don't think southern WV folks like us too much."
30017,7,"@petrilude OMG, you have curly hair! Too cute!"
30018,5,awww i bought my mom the cutest things for mothers day  woop woop mee expert shoper
30019,8,Hello to all my new followers..    say hi @ me so i can say its nice to meet you too!
30020,7,watching supernatural  those boys can hunt me any day &lt;3 haha
30021,5,@ddlovato hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha
30022,9,Finally home sweet home
30023,8,@grabrielRossi which one? On Sportv ? Will connect righ the way
30024,8,"@maryjanewatson I'm trying my dang hardest to not watch the movie again until I finish the book, again."
30025,5,the last song all american rejects.......... an amazing song
30026,9,@Linz__marie lol..french toast sticks too!
30027,8,check out q100 right now..99.7
30028,11,@MamiTica whatï¿½s hot and new?
30029,8,@kerrisnead FOR REAL!  Isn't it exciting!!!!
30030,5,@ppittman you are not old!!! You're  just comfy! Like worn in sweats! Said with all the love my sarcastic heart can muster....
30031,5,"at the farm not enjoying cary ann, but loving the company!"
30032,12,http://twitpic.com/4w70j - Left: This is your brain. Right: This is your brain on drugs.
30033,7,chilin with my little brotherrrr  oday was amazing xP
30034,12,@SECTORLI: just had my debut on Thursday @ The Gallery Lounge! It was fun... can't wait to do the next one!!
30035,4,goin out wit shina &amp; gigi . moviez
30036,8,"@dcastellani yes, yes it was"
30037,12,@SusanCrenshaw Uh oh!  Hope nothing too damaged.
30038,8,is #6 seed in regionals!!
30039,8,Dfizzy if you ever read this Uh i got one question for you ^^ Would you ever date a fan?  Lmao!
30040,7,listening to ECHO by Gorilla Zoe ahh love that song
30041,10,"Today Dan bought me Bio Dome AND the Reality Bites Soundtrack! Needless to say he gets MAYJAH points!  Also, my tummy is not happy. Boo."
30042,8,"Perth - Ford - Falcon - 1997 - $3,500  - new ad received and will be posted on the HCC site soon"
30043,8,@corkyloowho i will
30044,5,@AnnCurry those photos are lovely! Who knew you were as talented a photographer as you are a journalist!
30045,4,@shadrach I'm just following you because we're both wearing Converse
30046,10,"having a creative party with me, myself, and moi"
30047,7,@char_anderson hehe   fun tweets !
30048,8,@ikovannoy seperate = Yum. Together = gross sounding.
30049,5,@shakeitblueyes good
30050,8,@rachael_kearley That's Twitter for you.
30051,8,Babysitting. Text me and keep me company
30052,3,Massive morning.. I'm stuffed now
30053,9,@rsxy ive been spending time w/my momma! we're celebrating mother's day for her early  ive been good! how was woodburn?
30054,5,I'm ACTUALLY on Skype but ssshh don't tell anyone.
30055,8,nachos and the tudors? i think so
30056,4,Downing a glass of ginger ale and then relishing an early evening in bed with &quot;Because I Said So&quot; on Lifetime.
30057,9,"Yeah, I think we've earned it!"
30058,11,Chillin out at home enjoying my new house... I must say I love it!!!  Hope your all having a great day!!!
30059,8,@mommyof3_angels Self-confidence is the first requisite to great undertakings-seems like u r on right track-keep reminding me to follow u
30060,8,"wow are you serious, another draw for the chicago fire, that's 5 in a row. well at least they're not losing game but we need a win soon"
30061,8,"bout to have dinner with the Homies. T.G.I Fridays takout, headed bak to the spot."
30062,8,"@yourself_onfire I think Letitia is still trying to upload the digital, they were having problems before. I am sure she will let us know"
30063,5,The Eagles make saturday nights so much better.
30064,11,So the movie was 3-D and really gooood
30065,8,@davemark welcome to the last two years for Flyers fans
30066,8,"Going to bed early... got a lot of important women to visit for Mothers Day tomorrow! PS- As of midnight tonight, HAPPY BDAY BOO BEAR!"
30067,11,"says good morning everyone! Once again, a happy mother's day to all the mothers out there!  I hope you all h... http://plurk.com/p/stq3f"
30068,7,@mileycyrus airsoft is so much fun! i play with my brothers and it's a great bonding experience.
30069,11,@musicdotcom model on a pink motorcycle
30070,9,@GregCarter I hear ya. You'll have to go back to work to rest.
30071,4,http://twitpic.com/4w7d2 bwahahahahahaha I am so awesome
30072,5,@GericaQuinn Yay  I Feel Loved  By You And My 113 Creepy Followers.
30073,11,Wedding..
30074,4,MY SiSTER iN LAW JUST LEFT FOR HER PROM!! SHE LOOKED SOO PRETTY.. TEARS ALL AROUND
30075,7,@ClawdiaClawdia hey you weirdo! haha jk! I love you!
30076,12,@SalioElSol08 Haha most def ^__^ Rob a bank with me so i could get all the swedish fishes in the world
30077,9,Chillin at a bbq gettin my drink on
30078,4,at the taste a addison w/ her fav. ppl
30079,4,@akoyamiazaki #steel toe boots - Good to hear that you're comfy. Hopefully they are Kodiak or Terra brand
30080,5,LMAO Twitting... thats never gonna get old haha!
30081,12,"'Don't call your mother, 'cause now we're partners in crime.' -KP"
30082,7,lmfaoooo i fucking love this showwwww
30083,7,Nice PC Authority review of the Tivo VOD service here: http://bit.ly/Ps7y2  I'm still loving my Tivo
30084,12,@marqueA2 Amazing.  Thereby proving we cannot believe anything we see
30085,8,"@timhaines making a 1 minute animation  a dramatic tragic story~. 2 characters, no dialogue. emotion with movement and setting/lighting"
30086,5,"@bunnymousekitt hahaha, yes, our discussions always seem to jump around randomly"
30087,7,@PRGabbi AWW thanks hopefully it is
30088,8,@columbushort Follow Me
30089,12,Is with our dog at the doggy park!
30090,7,"happy mothers day. @jadeeisabel oh and no i havent read it yet, will do now"
30091,5,OH EMM GEE!! QUEBEC IN 16 DAYS. I AM SO EXCITED.
30092,7,"Ha. J perfect timing on that message, the cure just came on"
30093,8,"@beilaq_sodmq ayee, watcha up to ?"
30094,4,"@teemwilliams Michelle, @tamronhall is on here. Don't u miss her being on Fox? I liked your interviews with her."
30095,5,"@xstaylor LOL!  Considering the recent debate on DL, I'm not touching the bad boy thing.  I like the logical ones."
30096,6,@tracekase GO TO BED!!!
30097,10,gosh! i'm freakin' bored! talk to me!
30098,4,@JoyofZen haha. so you are actually doing some cleaning! good actual work!
30099,7,shawty next to me like hella good oowwwww
30100,12,watching Star Trek and next to watch it at the movie theater 'cause the movie is really worth it...
30101,8,Got moommy somn special for mothers day
30102,12,k might take long then a minute then
30103,12,@khalen it was good. Next time you get oohed you know where to go!
30104,8,@dhgarske ha. nothing any man does is right on mothers day except for taking kids off mum's hands for whole day
30105,5,@heidimontag my saturday was good  i cannot wait until this monday night
30106,6,"@buckhollywood did you go to uga? If so, I liked you better before I knew! Ha!"
30107,7,iii loove davedays
30108,7,@TaeJun stellar  happy ma's day to them
30109,9,"@aprilyim @nesarajah he's hard to please, methinks he has the picture in his head just fine"
30110,8,is lets chat
30111,5,Got some beautiful flowers and a mag subscription for Mother's Day  Spoilt! &lt;3
30112,5,@isabellacane Thanks! I was gonna make a joke and say they look just like mine!
30113,5,@ihatecrayons http://twitpic.com/4w75p - I like it!!
30114,12,Working on several book projects that are due to be released within the next few months.  I need an extra pair of hands!  It's all good...
30115,7,@harleyfatboy88b you're welcome
30116,5,"I have lived through our band's first performance, and it was pretty damn fun."
30117,8,Watching Oceans 11 in Vegas - seems so appropriate
30118,12,Had a nice dinner with the hubby and now on our way home  45 min drive out of the city. *sigh*
30119,6,@donutpower ... Kirby playing mario kart? ... Umm ... Donut? Are you sure you're in the right mindset?
30120,7,"Thinking about my mother, and all the amazing mothers I know"
30121,8,@victor_go you sure ?
30122,7,AK tonight with the lady and friends
30123,5,is tired but happy the orphanage was wow.. and babysitting was really fun
30124,5,is off to Tagaytay with the family! Happy Mum's Day to all you hot momma's
30125,7,@deanlusk I love catching people singing in their cars. Even better if they're dancing
30126,7,is ready for summer!!!
30127,5,"Watching water boy  about to grub on some carnisada. Yum,Yum!!"
30128,8,Going to the grocery store with my Best Friend
30129,5,@car4dave lol thanks!
30130,12,@couponprincess Yes!!!! you me @brandyellen and @mkdb won the 4 that were given away    #sigjeans
30131,9,tired as hell!!!! bed time from cara  nighty night twitter world..
30132,8,Sitting waiting for dough to rise. There's something about it that calms me down. Maybe the knowledge that I'll have cinnamon rolls soon
30133,7,@zactak I know!  I loved it.
30134,8,"@sethsimonds well, my question is on your blog post"
30135,5,Watching superbad with brit
30136,12,@kiwi_kikireestl nooo. you were on my yahoo account. hmm. i wanna say b2k days. idk fo'sho
30137,3,"@davekennedy Wow, you might be countering the Benedryl with your enthusiasm."
30138,12,"right now, im on the Internet Cafe"
30139,8,"@MedBotJinx #TFARP *takes a moment to translate, then nods* You're quite welcome.  Also, dear, it's probably best if you stay here again-"
30140,8,@sethsimonds  Re: chocolate thing
30141,5,@limheeian iPhone is awesome man!! Time to join the Apple cult!!
30142,5,on my way homee  i love long car rides&lt;3
30143,12,Why is @MRCRISIS scared or @Mskatrina25 lmao.. Someone pls tell me!!
30144,7,"We just crossed into the golden state, its nice being home"
30145,7,@fatbellybella lol cute.  BTW Happy Mother's Day lady
30146,10,@TheSpencerSmith I'm part of a religion called People-With-Good-Taste-In-Music. We don't celebrate Jonas Brothers Day.
30147,2,@Ep31 eh...I might drive through Chi-town on my way to Colorado....maybe I'll get one then.
30148,5,Did anyone go photographing today? I managed to get a few macro shots of some flowers that were blooming
30149,8,just downloaded more music and videos on my ipod.
30150,12,@karramandi Where r u Yvonne?? Haven't seen u in the google groups in a day or so. Miss ya.
30151,7,"@deekgeek Awwwwwww. You two are the cutest.  And gods, I LOVE your hair."
30152,12,"@tatumeubanks I think you were dreaming that!  However, my memory does suck so maybe not"
30153,8,@ShannonElizab dont ya know? people love the human society
30154,5,@sparrowstudio They turned out great! And I had a killer workout before-hand so no guilt
30155,8,Found out earlier today that I'm going to be an Uncle
30156,3,Operation Mischevious (Pinwheel) to commence in 25 min... lol  waiting on Ed to show up
30157,4,@miizronnie aha speaking German  haha maybe i should send some stuff in Italian ;)
30158,2,just doin some jammin
30159,4,"right n0w, im on my bed  egotastic r0cks!hahaha.."
30160,5,@davedays GAH! I got some of your songs off itunes  I'm so happy! They're SO AWESOME!!! keep it up!
30161,11,@TasteMyInk most likelyy. Just need to save the money and practice my ass off.
30162,12,is almost over the legal limit of db at the garage.
30163,7,I make delicious pasta
30164,7,@imjstsayin lol  damn...I love those things too
30165,8,@ginaxmarie  but that is the only logical reason why you'd get hollered at 3x in the past hour. but what is dnw?
30166,8,Im kinda bored anyone else I think ill listen to some hip hop its pretty good you should check it out www.bseresults.net
30167,5,flashlight tag!  i love playing games in the dark.
30168,7,Wishing all the Mom's in the world a VERY HAPPY AND RELAXING MOTHERS DAY. May you get to spend the day with your feet up being pampered
30169,5,relaxing...enjoying the evening
30170,8,@JusticeJuice  That's alright. Add your egg and maybe some sort of leftover meat and it's not so bad &lt;3
30171,9,just got done washing dishes not too long ago
30172,8,"@nimbupani Divya, thnx a lot. Bt IMO it won't resolve the renaming prob? Let me know.  Now if only #apple would act upon my feedback."
30173,7,tomorrow's mother's day  me n my sis gonna make an onigiri for our mom~!! its gonna be so kewl!! cant wait for tomorrow &gt;_&lt;
30174,7,@MandyyJirouxx Oohh Yaay like it !  ?    Love ya
30175,8,"@inesperado Glad to hear you'll have your 1st tournament soon. As KSN says, &quot;We need more practice!&quot;"
30176,8,I learned the Hoedown Throwdown!
30177,5,I got the new Silverstein CD. aha. Its AMAZING.  I highly recomend it.
30178,11,"OOOH,  i have a question for you all. DOES YOUR CHAIN HANG LOW?  idk! sorry!"
30179,11,NGH episode 28 is out! check it out!
30180,9,@Hey_B @Cabbrock thank goodness!!
30181,8,just came back from the mall
30182,9,Just finished with a little booty duty  that was a work out. Now I'm hungry. .
30183,5,"@JaySodmg heyy jay, wat's going on witcha ? &amp; do you want a twitter background ? you already know i gotcha if you need anything."
30184,12,@superbjorn as always  how are you?
30185,4,im thinking that im going to have fun tonight....and maybe some changes are coming
30186,8,@WickedBitch: I'm real
30187,9,@MishaSaysRawr i'm totally gonna have money to actually buy a pair of shoes this time
30188,8,i wanna b maliks from taking the stage
30189,7,@jayde_nicole http://twitpic.com/4t6qx - i have the exact same pic except it's my hubby &amp; my chihuahua tucker   very cute.
30190,3,@SeanScottPotter I'm watching girl movies all night! Great night for movie night
30191,5,"@lunaliu  You are such a positive thinker, I am for sure keeping you around!"
30192,6,@PRGabbi Y?!?!?!? i would rather punch someone
30193,12,Enjoying the heck out of spending time with Amanda.  Do i really have to go back tomorrow?
30194,7,@acforbes wow!! blessings to you my friend...what awesome words this beautiful Saturday...
30195,11,"@lalalalexi read it! lucky, why are you getting a new phone?"
30196,7,@amberchase more gifts for you
30197,2,So bored... need more people for rsmv !!  jagex doesn't let u say RSMV unless its the first word u say in the sentence.. sad
30198,11,@DAWIIZME lmao!!! ummm duh gurl I need to buy me some more v-necks I like em!!!
30199,12,"@mlomb hi, the parody for iPhone is hysterical, not because it's funny, but because one cannot play the video on iPhone"
30200,7,"Have beautiful dreams all, I'm off to snuggle down with my beautiful babies as they are done with the outdoors."
30201,12,Going to bed after the CAVS game  Don't judge me LOL
30202,9,Just got off the phone with garrett.  still cleaning my room. It s raining  that makes me feel better
30203,10,@NA617_NKOTB LOL you r not a loser u drove 8 hours in a day.. U need rest  of was it 2 days? I'm still tired lol
30204,9,"@seetiggerbounce White House Correspondents Dinner, funny stuff for political junkies. #whcd   I'm a recovering addict."
30205,2,Getting ready to go to the comedy club and listening to some Q-Tip  Who's on iChat or Skype right now? I need an outfit critique
30206,8,@MKinMotion just trying to make you feel at home?
30207,8,@pamslim can't wait to crack it open and no doubt will learn from it as well as support my evangelizing cubicle-freedom-ness!
30208,3,@LauraJames3 I crochet Laura. Simple stitches...I can make a mean afgan!
30209,4,@TheeRealFDHC Ahhh I can only imagine what you're looking at!! So luckyyy. Hope your having fun.
30210,5,on the phone w. Chantellie ! &lt;3
30211,8,thanks !!my real name is nadia
30212,12,"Lifetime movies are lame.  That's for you, Q!"
30213,7,@onesweeterlife  Great!  I was hoping to run under 40mins and ended up doing 39:07  Woo hoo!  Gotta love the C25k
30214,12,@meganwest no we had to go to malibu to find a beach!
30215,7,happy mommah's day to your moms  http://plurk.com/p/stqya
30216,5,@acummings I am ecstatic client can do a deed in lieu of ...so Monday I will take my sign &amp; lockbox off happy another satisfied client
30217,8,listeninq to music; Butterfly Fly Away - Miley Cyrus
30218,8,@SuzanneShaffer You're welcome... and you're welcome!
30219,5,@tadasauce Have a good time
30220,5,"this song called stolen, it soooo amazing!! it by Dashboard Confessional"
30221,5,@janae24 LOL! Let's find something quickly.
30222,5,I gave a homeless lady named Ruby an Ice Cream sandwich and a cigarette.  That is my g00d deed for the day. :p
30223,11,- going somewhat out of town? (x visitng uncle boyet &amp; famm!
30224,5,Chilling feeling really nice..
30225,9,"@idann, now that sounds better"
30226,8,Going to MIyake's for some sushi and sake bombs.
30227,7,"I wanna be like vocabulary donna, all in Chicago.    I need to put wu tang 8 diagrams on my ipod  that CD reminds me of someone special"
30228,7,@cranberryquill. welcome to Twitter!!!    Love you!!!  Can't wait to see you next month
30229,8,"@mikaylaap Hey did you get any more info about your graduation? And I think my mom's gonna let me go to CP, if you guys still wanna go!"
30230,9,@Strabismus You are too kind! I swear I'm always feeding someone!
30231,4,i forgot how much i love all these songs on my itunes. i love shuffle  and i love watching the pranks from AP Tour!
30232,8,Is listening to the new jonas brothers song
30233,5,@LiveInLove10 YES!!! haahaaa.! break out the jellybeaniesss!
30234,8,"@ruecian something for you is on its way in the mail to your PJ address, just fyi"
30235,9,"@rvagirl Oh I believe you...   sooo @RebeccaNavarro thinks she belongs elsewhere, I say I dont think so..."
30236,3,Selling my laptop for CHEAP if anyone's interested!  17&quot; Toshiba 1.3gig ram
30237,7,@retrorewind PLS! Play Journey Don't stop believin' By Journey for @Etown_Jenn  THANKS!!
30238,5,Watching the CAVS!!!!!
30239,7,mine too &lt;3
30240,8,happy mother's day to all mothers out there!!
30241,8,@Mazaroddi  hey hey hey b
30242,5,FTSK and Mercy Mercedes were amazing tonight.. as always
30243,5,"@mahamimo Thank you! Your makeup art is top-notch, come to my house every morning! ha ha"
30244,9,"Thank you, Afrin Nasal Spray! Also, I got a giant teacup tonight!"
30245,8,happy mothers day to all those special moms out there.... i luv u mommy!!
30246,7,chinese food = love. yess im happy
30247,5,"just got home after an hour at the track, I feel real good now =P running is nice  and abs work and push ups haha =P"
30248,8,@krigeren It's been interesting today... to say the least. Overall a good day
30249,12,(bullhorn] tell ur friends 2 follow me  come onnnnnnnnnnnn ppl
30250,7,Watched the White House dinner speech by Barack. He's just so many kinds of awesome!
30251,7,@LisaPreston Thank you for the follow friday love
30252,5,"@mynewgroove I said I wouldn't drink tonight, but I say this as I drink this Sam Adams"
30253,8,@ericviolette hi eric I hope your having a beautiful Saturday
30254,7,"Im soo happy Kellz is back from TN, we bout hang out  all the time"
30255,8,@AngeDoubleYou  You can be Cinderelliiee
30256,6,@heyheybeth dis Dick.
30257,8,@mcraddictal
30258,8,"&quot;They say I look yummy &amp; they want a taste, but I'm a human not a sandwich.&quot; LMFAO makes me"
30259,12,@ThinkReferrals oh man I'm jealous!  just got it?
30260,8,@ThinkReferrals oh man I'm jealous!  just got it?
30261,10,@zouljiin That is the best sticker EVER. Also. I dig your hair. It's gotten long since I've seen you last.
30262,8,@jaymeallover Sry I missed your calls. I fell asleep out of boredom. Colorado Sunrise was enjoyable though.  I actually could hear it. xD
30263,8,Please visit http://vzerohost.com/info and sign up to alpha test a image hosting service!
30264,5,@spiderdj82 thank you. yes yes. hooray!
30265,4,soooo sleepy.  but gotta finish this game.  lol. gettt it cavs!  whoop whoop
30266,12,@laurie_pooh what kind of party do we got going now?
30267,4,@followfrankie it was jokes!!!  me love the mag..really!
30268,8,if you are a cute guy add/follow me  i'll do the same
30269,5,had fun at chel's with nicole and cried watching benjamin button   exciting night i must say
30270,8,i started and fisnihsed gossip girl yesert=day
30271,9,@KeepinUpWKris  Have a Happy Mothers Day! I thought u had blocked me cause i couldn't get anything thru the other day
30272,4,"Star Trek was GREAT yet minor details needed to be worked out, but I give it a Thumbs Up, regardless!"
30273,12,mmmm chocky cake in the oven.. smells delicious
30274,8,"@travispoling If you click on Settings, there is a link to the public timeline at the bottom of that page."
30275,5,"@eliasharrak ummm, come on, for me twins and slurpees, and being in a car with the twins is going to be pretty epic!!!"
30276,11,Its beautiful outside. I wish i was in new york city. But this area is pretty cool. Hip and trendy.
30277,5,Having fun with all my dolls  tequillla...carne asada....and my mom dancing funny!
30278,11,Kyle going to the garage. His night is done. Think we'll get an interview?  #NASCAR
30279,5,Averaged $31 per hour at work today! Gotta love holidays
30280,5,"listening to @hardqueen after last nights Up from the Underground screening, awesome job @latapia"
30281,5,@scenexxqueen haha. welcome to my world. we fail together.
30282,11,@MarcusG704 why are you surprised?
30283,8,flordia- and @stellarkartband- where do u send in the pictures of the shrits? saw ur update on facebook
30284,12,"&quot;Its a calander.&quot;Calendar!&quot; COLLANDER!&quot; Bahaha, That part was hilarious, of course, the whole thing was hilarious"
30285,7,at BIF.... i love this buliding....
30286,8,i am on aim getting ready to go to bed. running a 5k tommorow for mothers day. wish me luck!
30287,11,Kudai a Pop Rock band from Chile is the last one taking the stage tonight.
30288,12,"Spending time with the fammmmm. (: hopefully, going to pay my bill soon..."
30289,7,my mom watched my new video and she actually LOL  Love her! xoxo http://bit.ly/16w6zV
30290,5,http://twitpic.com/4w855 Operation Happy Mom a success!
30291,12,@danielledeleasa yeeah!! me too! it's amazing!!! I'm freaking out lol
30292,7,i had a really good day today
30293,4,@officialjosephj Hahhaa okaay ily! Lmfao
30294,11,@andcristina OHH. haha ok thanks
30295,10,@TennyDesign Rogï¿½rio Minotouro will fight now!
30296,8,"@MckMama Why are you scared of the mouse? If you can figure out *why* you're scared, maybe you can deal with your fear."
30297,11,@TeeMonster The Case of the Gigolo's Picolo?
30298,8,@juicystar007 i think you should do it with hannah
30299,8,i have a buzz
30300,12,"If u want to change the fruits, u will first have to change the roots. If u want to change the visible u must first change the invisible"
30301,5,Finally going to bed! Woo-Hoo! Gotta work at 5am! Lots of love to all!
30302,7,"All right, time for happy face."
30303,9,took 8 trips to basement to move books from my room - i have a floor again
30304,5,"Reading, cryin, reading, laughin...  Enjoying the ride while being enlightened and inspired by letters to a young sister!!  Thx Hill."
30305,12,speechless
30306,11,Just saw Zack and Miri Make a Porno with @marissamariposa and @mlewicki . sooo good.
30307,12,I know I have lots of emails to answer! I will be home tomorrow
30308,12,is hungryyyyyyy!! going to eat traditional indian food...the pakistani way. woowoo!  hahaha! &gt;[_()\/3
30309,5,"About to pik out my hair, braid it up, scrub off my make up and relaxxxx.... tonight was fun"
30310,8,iis back homee. Boredd. chillinq w| qrandma  ï¿½ ily Granny
30311,4,"@CHRIS_Daughtry You should come play in the college town of Eau Claire, WI.  Seriously, you'd have TONS of people turn out for it."
30312,5,loven the rs ftw pvp is bac
30313,5,@shygamer @Zeralyn I told ya'll I am a good girl. You can see my halo and everything
30314,7,Headed to eat with my hubby n my mommy!!  So ready to have some drinks...
30315,8,"@TraceyDukes Hey, TDukes! I flwd U immediately this morn.when DHmptn mentioned the bit abt the tattoo. LOVE her,she's my #1Fav. twitterer"
30316,8,@dosjon NOPE.  It's been years since it's happened like this.
30317,5,"I love these App things, it be hella awesome bro."
30318,12,Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery.
30319,10,@birdsall Sorry about that. I got behind on followers and am still catching up.  I follow folks that @ me (including you
30320,7,good night people   sweet dreams
30321,2,@MarissaAshley you are very welcome
30322,8,@ metro with achan
